StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
17-Jul-20,23-Feb-29,Production Technician I,NEL,Active,Contract,Zone A,Temporary,Involuntary,Join difference order size occur entire sell.,Production       ,Billable Consultants,28-01-1992,MA,Specialist,Male,20007,Black,Divorced,Fully Meets,3
09-Mar-21,20-Apr-28,Sales Manager,NEL,Active,Part-Time,Zone C,Temporary,Retirement,Somebody air turn. Dark civil any serious.,IT/IS,Underground,04-05-1955,MA,Laborer,Male,20815,Black,Single,Fully Meets,5
30-Nov-18,24-Jun-22,Production Technician II,WBL,Future Start,Full-Time,Zone B,Temporary,Involuntary,Certainly those above eye ball.,Production       ,Field Operations,16-04-1988,MA,Laborer,Female,63886,White,Widowed,PIP,5
06-Nov-19,21-Jan-19,Production Technician I,EW,Active,Part-Time,Zone B,Temporary,Retirement,Sense activity son. One radio Mr method shoulder.,Production       ,Engineers,25-07-1943,MA,Administration,Female,64130,Other,Widowed,Needs Improvement,3
27-May-19,21-Jul-26,Production Technician I,MSC,Active,Full-Time,Zone A,Full-Time,Resignation,Authority PM house child cost risk.,Production       ,Field Operations,20-08-1956,MA,Laborer,Male,16590,Hispanic,Single,Fully Meets,3
20-Feb-23,24-Nov-22,Sr. Accountant,NEL,Active,Contract,Zone A,Temporary,Voluntary,Doctor statement she rule order wind.,Production       ,Field Operations,01-01-1964,MA,Flagger,Male,33227,Black,Married,Fully Meets,5
29-Jul-22,01-Jun-19,BI Director,SVG,Active,Contract,Zone C,Temporary,Resignation,Authority PM house child cost risk.,Production       ,Safety,30-08-1995,MA,Safety,Male,24767,Hispanic,Widowed,Fully Meets,1
13-Jul-19,28-Apr-29,Production Technician I,PYZ,Future Start,Full-Time,Zone A,Full-Time,Voluntary,Participant candidate wonder growth agree.,Production       ,Field Operations,28-01-1980,MA,Construction Manager,Male,70480,White,Divorced,Fully Meets,3
21-Jun-21,02-Mar-21,Production Technician I,CCDR,Voluntarily Terminated,Part-Time,Zone C,Temporary,Resignation,Almost across fly recent go.,Production       ,Underground,11-06-1944,MA,Field Project Manager,Male,64107,Black,Widowed,Fully Meets,2
16-Jun-21,09-Dec-19,Sr. DBA,BPC,Active,Part-Time,Zone B,Part-Time,Retirement,Visit you let sort amount visit.,IT/IS,Project Management - Con,22-10-1965,MA,Project Coordinator,Male,55499,Asian,Widowed,Fully Meets,3
27-May-21,21-Nov-19,Production Technician I,BPC,Leave of Absence,Full-Time,Zone A,Temporary,Retirement,Arrive allow reveal move.,Production       ,Catv,08-12-1949,MA,Laborer,Male,25840,Other,Divorced,Fully Meets,5
23-Aug-19,26-Oct-26,Production Technician I,BPC,Future Start,Part-Time,Zone B,Temporary,Involuntary,In read day your stay she.,Production       ,Field Operations,13-10-1949,MA,Flagger,Female,69822,Asian,Widowed,Fully Meets,3
18-Apr-21,16-Jul-26,Senior BI Developer,PYZ,Active,Part-Time,Zone B,Full-Time,Voluntary,Expert challenge education air none money wide.,Admin Offices,Underground,13-04-1967,MA,Tester,Male,1542,Other,Single,Fully Meets,2
26-Aug-20,25-Dec-21,Production Technician I,TNS,Active,Full-Time,Zone A,Full-Time,Retirement,Man issue never strategy will maintain resource.,Production       ,Field Operations,26-07-1977,MA,Laborer,Female,5894,Asian,Divorced,Fully Meets,1
06-May-23,12-Feb-26,Area Sales Manager,NEL,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,Why sport must page bad.,Sales,Splicing,23-04-1989,MT,Contracts,Female,63317,Black,Single,Fully Meets,2
18-Oct-18,27-Jun-26,IT Director,CCDR,Active,Part-Time,Zone A,Part-Time,Voluntary,Sit energy consider voice director.,IT/IS,Shop (Fleet),21-05-1950,MA,Administrative,Male,5361,Asian,Single,Fully Meets,3
15-Mar-20,10-Oct-23,Production Technician I,CCDR,Future Start,Contract,Zone C,Part-Time,Voluntary,Food fire property exist southern audience.,Production       ,Shop (Fleet),16-08-1959,MA,Engineer,Male,12657,Asian,Widowed,Fully Meets,2
18-Nov-19,31-Aug-26,Production Technician II,EW,Terminated for Cause,Part-Time,Zone B,Part-Time,Resignation,Stay herself cultural pass large.,Production       ,Field Operations,01-05-1976,MA,Electrician,Male,27750,Other,Widowed,Fully Meets,3
13-Apr-23,12-Feb-26,Production Technician I,EW,Active,Contract,Zone B,Temporary,Involuntary,Easy film last fact discuss. Enough worker wall.,Production       ,Aerial,10-12-1967,MA,Engineer,Female,45539,White,Widowed,Exceeds,1
28-May-20,27-Aug-19,Production Technician I,MSC,Active,Part-Time,Zone C,Temporary,Retirement,Red some option.,Production       ,General - Eng,10-03-1989,MA,Drafter,Female,46915,Other,Married,Fully Meets,3
07-Apr-23,26-May-21,Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Resignation,Guy present clear.,Production       ,General - Eng,25-03-1998,MA,Groundman,Male,80768,Hispanic,Married,Fully Meets,2
05-Oct-19,08-Sep-28,Area Sales Manager,PL,Active,Contract,Zone A,Full-Time,Involuntary,Yourself book budget product.,Sales,Field Operations,12-08-1942,IN,Flagger,Male,40862,Hispanic,Divorced,Needs Improvement,2
20-Jan-19,20-Nov-29,Data Analyst,PL,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Nature here wrong why.,IT/IS,Wireline Construction,09-12-1946,MA,Welder,Female,7515,Black,Single,Fully Meets,3
26-Nov-20,22-Oct-28,IT Manager - Infra,WBL,Active,Part-Time,Zone A,Part-Time,Involuntary,Degree wish science when thing week old.,IT/IS,Project Management - Con,16-08-1984,MA,Executive Assistant,Male,4460,White,Single,Fully Meets,4
